subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
[Google Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 4 16 85 70 68 ou rendez-vous sur https://googlee.xyz/reset pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Google Support Technique",Google Service,contact@security889.site,info@web-85.net,softfail,fail,fail,,0,1,1,support,1
Alerte de sécurité : nouvel appareil détecté,"Bonjour,
Une nouvelle connexion à votre compte a été détectée depuis Lyon le 25/03/2026.
Si c'était bien vous, auucne action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://apple.com/security.
L'équipe Apple",Apple,newsletter@apple.com,,pass,pass,pass,,0,1,0,legit_security,0
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!

Vоtre аdresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !

Réclamez votre gain avant expiration : https://login-apple.buzz/facture/regler

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,notification@billing103.ga,reply@login-81.tk,fail,none,none,,0,1,1,prize,1
Facture impayée n°38477 - Action requise,"Bonjour, 

Nous vous informons qu'une facture de 599,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://docusignn.ml/secure/confirm

Cordialement,
Service Facturation Docusign",Docusign Service,notification@docusign.live,,none,fail,fail,facture_impayee.pdf.exe,1,37,1,invoice,1
Réinitialisation de votre mot de passe Spotify,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://spotifyy.com/billing/pay

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Spotify",Spotify Service,compta@spotify.com,,pass,pass,pass,,1,1,1,reset,1
[Fedex] Votre colis n'a pas pu être livré,"Hello,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://update-fedex.cf/signin

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

FEDEX Livraison",Fedex Service,compta@fedex.com,,pass,pass,pass,,0,1,1,delivery,1
Réinitialisation de votre mot de passe Google,"Hello,

Vous avez demandé à réinitialiser le mot de passe de votre compte Google. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://google.com/billing/reset?token=778019

Si vous n'êtes pas à l'origine de cette demande, ingorez cet email, votre mot de passe restera inchangé.

L'équipe Google",Google,service@google.com,,pass,pass,pass,,0,1,0,legit_reset,0
RE: la réunion de demain,"Salut,

J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
John",John Müller,john.müller@initech.com,,fail,none,none,,1,1,0,colleague,0
[Important] Suspension de votre compte Apple,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://apple.support-3.cf/espace-client

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Apple",Apple Service,alert@billing874.cf,,fail,fail,pass,details.htm,0,1,1,account,1
RH: changement de votre RIB pour le salaire,"Bonjour, 

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://login-docusign.click/billing/pay

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Vandelay",RH Vandelay,noreply@service-docusign.buzz,,fail,none,fail,,0,1,1,hr,1
Demande de changement de mot de passe,"Cher utilisateur,
Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.
Cliquez ici pour réinitialisre : https://cutt.ly/e8430
Si vous n'agissez pas sous 48h, votre compte sera verrouillé.
L'équipe de sécurité Netflix",Netflix Service,notification@netflix-france.tk,reply@account-3.ga,softfail,none,fail,,1,1,1,reset,1
Votre commande a été expédiée,"Bonjour,
Votre colis (n° de suivi C351021490) a été expédié et sera livré sous 2 à 3 jours ouvrés.
Suivez votre colis : https://laposte.fr/help/track
Cordialement,
LAPOSTE",Laposte,info@laposte.fr,contact@laposte.fr,fail,pass,pass,presentation.pptx,0,1,0,shipping,0
[Orange] Vérifiez une opération inhabituelle,"Madame, Monsieur,

Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://orange.fr/help/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Orange",Orange,info@orange.fr,contact@orange.fr,pass,pass,none,rapport.pdf,1,1,0,legit_account,0
Merci pour votre achat,"Bonjour Emily,
Nous vous confirmons votre commande n°455-3045338 d'un montant de 12,99€. Votre paiement a bien été reçu.
Consultez le détail de votre commande dans votre espace client : https://paypal.com/mon-espace
Merci de votre confiance,
Paypal",Paypal,alerts@paypal.com,,softfail,none,none,,1,1,0,receipt,0
Vous avez été sélectionné - Carte cadeau Amazon de 500€,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !

Réclamez votre gain avant expiration : http://ammazon.com/account/update

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,service@gmail.com,reply@my-76.cf,none,pass,fail,document.html,0,1,1,prize,1
Réinitialisation de votre mot de passe Microsoft,"Cher client,
Vous avez demandé à réinitialiser le mot de passe de votre compte Microsoft. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://microsoft.com/profil/reset?token=117269
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.
L'équipe Microsoft",Microsoft,security@microsoft.com,,pass,none,pass,,0,1,0,legit_reset,0
-20% sur votre prochaine commande,"Hello,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://orange.fr/account/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://orange.fr/help/unsubscribe

Orange",Orange,newsletter@orange.fr,,none,none,none,,0,1,0,marketing,0
Le compte-rendu,"Salut,

J'ai bien avancé sur le compte-rendu. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Emma",Emma Brown,emma.brown@initech.com,,pass,pass,pass,,1,1,0,colleague,0
Mise à jour de vos coordonnées bancaires (paie),"Bonjour, 

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://docusign.login-36.site/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Globex",RH Globex,info@secure444.ga,info@support-53.click,fail,none,none,,0,1,1,hr,1
Votre commande Amazon - paiement requis,"Hello,

Nous vous informons qu'une facture de 1 280,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://auth-amazon.live/verify

Cordialement,
Service Facturation Amazon",Amazon Service,security@gmx.com,contact@auth-75.icu,fail,fail,fail,,1,1,1,invoice,1
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!
Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !
Réclamez votre gain avant expiration : https://rb.gy/y7047
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,admin@update797.xyz,contact@web-9.cf,none,pass,fail,,1,1,1,prize,1
Rappel: facture en attente de règlement,"Hello,
Nous vous informons qu'une facture de 1 280,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.
Réglez immédiatement votre facture ici : https://0range.tk/espace-client
Cordialement,
Service Facturation Orange",Orange Service,info@orange.my-85.buzz,,none,none,fail,,1,1,1,invoice,1
Besoin de toi rapidement,"Mаdame, Mоnsieur,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coorodnnées bancaires.

Merci,
Maxime Brown
Directeur Général - Soylent",Maxime Brown,notification@gmail.com,,none,none,fail,facture.zip,0,1,1,ceo,0
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!
Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !
Réclamez votre gain avant expiration : https://google.site/espace-client
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,security@id315.support,reply@id-99.ml,fail,fail,none,,1,24,1,prize,1
[Important] Suspension de votre compte Amazon,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://amazon.client-26.online/facture/regler

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Amazon",Amazon Service,contact@amazon-france.com,,pass,none,none,,1,18,1,account,1
Alerte : nouvelle opération sur votre compte,"Bonjour,

Nous avons détecté une opération inhabituelle de 129,00€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://orange.fr/compte/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Orange",Orange,info@orange.fr,contact@orange.fr,none,fail,none,,1,1,0,legit_account,0
Échec de livraison - action nécessaire,"Cher client,
Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.
Confirmez votre adresse et payez les frais ici : http://laaposte.click/facture/regler
Sans action sous 72h, votre colis sera retourné à l'expéditeur.
LAPOSTE Livraison",Laposte Service,security@lapooste.com,info@support-81.ml,fail,fail,fail,,0,1,1,delivery,1
Bulletin de paie - signature requise,"Hello,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://d0cusign.xyz/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Hooli",RH Hooli,admin@billing573.buzz,,none,none,none,,1,1,1,hr,1
Demande urgente - confidentiel,"Bоnjour,

Je suis аctuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fourinsseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Sophie Dubois
Directeur Général - Stark",Sophie Dubois,admin@portal689.cf,,fail,none,fail,,1,1,1,ceo,1
Rappel: facture en attente de règlement,"Hello,
Nous vous informons qu'une facture de 599,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.
Réglez immédiatement votre facture ici : https://microsoft.xyz/facture/regler
Cordialement,
Service Facturation Microsoft",Microsoft Service,service@yahoo.com,,none,fail,none,,0,1,1,invoice,1
Réinitialisation de votre mot de passe Microsoft,"Cher client,

Vous avez demandé à réinitialiser le mot de passe de votre compte Microsoft. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://microsoft.com/settings/reset?token=445775

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Microsoft",Microsoft,noreply@microsoft.com,contact@microsoft.com,pass,pass,none,,0,1,0,legit_reset,0
"Votre paiement de 89,90€ a échoué","Bоnjour,

Nous vous informons qu'une fаcture de 89,90€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://orange-support.support/reset

Cordialement,
Service Facturation Orange",Orange Service,noreply@oraange.buzz,,pass,none,none,facture_impayee.pdf.exe,0,1,1,invoice,1
Vous avez été sélectionné - Carte cadeau Netflix de 500€,"FÉLICITATIONS .

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !

Réclamez votre gain avant expiration : http://219.97.225.226/billing/pay

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,rh@netflix.com,,pass,pass,pass,details.htm,1,23,1,prize,0
Demande urgente - confidentiel,"Hello,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Daniel Simon
Directeur Général - Acme",Daniel Simon,admin@gmx.com,info@client-88.ml,none,pass,none,,1,1,1,ceo,0
[Chronopost] Votre colis n'a pas pu être livré,"Madame, Monsieur,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : https://bit.ly/e9034

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,admin@chronopost.fr,,pass,pass,pass,,1,1,1,delivery,1
Votre facture Amazon du mois est disponible,"Madame, Monsieur,

Nous n'avons pas pu prélever votre abonnement de 9,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://amazon.fr/billing

Merci,
Amazon",Amazon,newsletter@amazon.fr,,pass,pass,pass,,0,1,0,legit_invoice,0
RH: changement de votre RIB pour le salaire,"Hello,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://mail-docusign.top/billing/pay

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Umbrella",RH Umbrella,info@gmx.com,contact@confirm-83.top,none,pass,none,,0,1,1,hr,1
[Microsoft] Activité suspecte détectée,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://microsoft.update-25.net/reset

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Microsoft",Microsoft Service,info@microosoft.click,info@portal-2.live,pass,none,pass,,0,1,1,reset,1
Confirmation d'activité sur votre compte Paypal,"Bonjour, 

Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Paypal. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://paypal.com/billing/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Paypal",Paypal,noreply@paypal.com,,none,fail,fail,,1,2,0,legit_account,0
Réinitialisation de votre mot de passe Google,"Bonjour,
Vous avez demandé à réinitialiser le mot de passe de votre compte Google. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://google.com/support/reset?token=170210
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, voter mot de passe restera inchangé.
L'équipe Google",Google,alerts@google.com,,fail,fail,none,photo.jpg,1,22,0,legit_reset,0
Vous avez 3 nouvelles notifications,"Bonjour, 
Vous avez de nouvelles activités sur votre compte Dropbox.
Consultez-les ici : https://dropbox.com/help/notifications
Gérez vos préférences de notification dans vos paramètres.
Dropbox",Dropbox,notifications@dropbox.com,contact@dropbox.com,pass,pass,pass,,1,1,0,notification,0
FÉLICITATIONS ! Vous avez gagné un iPhone 15,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !

Réclamez votre gain avant expiration : https://goog1e.com/track

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,noreply@secure349.click,,none,fail,none,,0,1,1,prize,1
Point rapide - le compte-rendu,"Salut,

J'ai bien avancé sur le compte-rendu. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Pierre",Pierre Roux,pierre.roux@cyberdyne.com,,none,none,none,,0,1,0,colleague,0
Votre commande a été expédiée,"Hello,
Votre colis (n° de suivi D923225885) a été expédié et sera livré sous 2 à 3 jours ouvrés.
Suivez votre colis : https://amazon.fr/mon-espace/track
Cordialement,
AMAZON",Amazon,no-reply@amazon.fr,contact@amazon.fr,pass,pass,none,,0,1,0,shipping,0
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : http://netflixx.site/track

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,no-reply@mail785.net,reply@billing-31.info,fail,pass,fail,details.htm,1,1,1,prize,1
Besoin de toi rapidement,"Bonjour,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Marie Fontaine
Directeur Général - Globex",Marie Fontaine,support@login412.com,reply@portal-15.support,pass,fail,none,,1,1,1,ceo,1
Lien de réinitialisation de votre mot de passe,"Madame, Monsieur,

Vous avez demandé à réinitialiser le mot de passe de votre compte Google. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://google.com/reset?token=726923

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Google",Google,contact@google.com,,pass,fail,pass,,0,1,0,legit_reset,0
RE: la réunion de demain,"Salut,

J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Pierre",Pierre Nguyen,pierre.nguyen@wayne.com,,pass,none,pass,,0,1,0,colleague,0
Reprogrammez votre livraison,"Cher client,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://chronopost.buzz/track

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,contact@hooli-sas.com,,pass,pass,pass,facture.zip,1,42,1,delivery,1
Récapitulatif de votre activité,"Hello,
Vous avez de nouvelles activités sur votre compte Linkedin.
Consultez-les ici : https://linkedin.com/profil/notifications
Gérez vos préférences de notification dans vos paramètres.
Linkedin",Linkedin,service@linkedin.com,,pass,pass,pass,,1,1,0,notification,0
Alerte : nouvelle opération sur votre compte,"Bonjour, 
Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Amazon. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://amazon.fr/orders/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurité Amazon",Amazon,contact@amazon.fr,,none,none,fail,,0,1,0,legit_account,0
Votre reçu Paypal - commande 924-9940779,"Bonjour Emma,

Nous vous confirmons votre commande n°924-9940779 d'un montant de 12,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://paypal.com/orders

Merci de votre confiance,
Paypal",Paypal,newsletter@paypal.com,,pass,none,none,,1,1,0,receipt,0
FÉLICITATIONS ! Vous avez gagné un iPhone 15,"FÉLICITATIONS .
Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !
Réclamez votre gain avant expiration : http://181.63.70.53/verify
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,comptabilite@netflix.com,,pass,pass,pass,,0,1,1,prize,1
Mise à jour de vos coordonnées bancaires (paie),"Bonjour,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://doocusign.tk/verify

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Soylent",RH Soylent,contact@yahoo.com,,pass,pass,pass,,0,1,1,hr,1
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!

Vоtre аdresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !

Réclamez votre gain avant expiration : https://netflix-support.icu/billing/pay

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,contact@netflixx.net,,pass,none,fail,scan.svg,1,23,1,prize,1
-20% sur votre prochaine commande,"Bonjour, 

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://netflix.com/support/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://netflix.com/fr/aide/unsubscribe

Netflix",Netflix,newsletter@netflix.com,,pass,pass,pass,,1,1,0,marketing,0
Votre newsletter Spotify de la semaine,"Bonjour, 

Voici les dernières actualités de Spotify. Nous avons sélectionné pour vous actualités qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://spotify.com/billing

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://spotify.com/help/unsubscribe

L'équipe Spotify",Spotify,info@spotify.com,contact@spotify.com,fail,fail,none,,1,1,0,newsletter,0
Virement à traiter aujourd'hui,"Hello,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Michael Johnson
Directeur Général - Wonka",Michael Johnson,info@hotmail.fr,info@web-98.live,pass,none,fail,details.htm,1,1,1,ceo,1
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 6 18 24 25 57 ou rendez-vous sur http://135.207.184.149/login pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Apple Support Technique",Apple Service,notification@outlook.com,reply@web-16.live,none,pass,none,,1,1,1,support,0
"Colis en attente : frais de douane de 0,99€","Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://laposte.security-53.live/reset

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

LAPOSTE Livraison",Laposte Service,service@laposte.ga,,fail,fail,none,,1,1,1,delivery,1
[Google] Activité suspecte détectée,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://goog1e.click/reset

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Google",Google Service,j.martin@google.com,,pass,pass,pass,,0,1,1,reset,0
Point projet - calendrier,"Bonjour, 

Vous êtes invité à la réunion suivante :

Sujet : Rétrospective
Date : 6/02/2026 à 16h00
Lieu : Bureau open space

Merci de confirmer votre présence.

Anna",Anna Martin,anna.martin@stark.com,,pass,none,pass,,0,3,0,calendar,0
Réinitialisation de votre mot de passe Linkedin,"Bonjour,

Vous avez demadné à réinitialiser le mot de passe de votre compte Linkedin. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://linkedin.com/settings/reset?token=597558

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Linkedin",Linkedin,no-reply@linkedin.com,,none,pass,none,,1,1,0,legit_reset,0
Vous avez 3 nouvelles notifications,"Hello,

Vous avez de nouvelles activités sur votre compte Dropbox.

Consultez-les ici : https://dropbox.com/fr/aide/notifications

Gérez vos préférences de notification dans vos paramètres.

Dropbox",Dropbox,noreply@dropbox.com,contact@dropbox.com,none,none,pass,,1,26,0,notification,0
[Important] Suspension de votre compte Ameli,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://246.113.88.58/login

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Ameli",Ameli Service,info@gmail.com,,none,none,none,,1,1,1,account,1
Invitation : Réunion d'équipe,"Hello,

Vous êtes invité à la réunion suivante :

Sujet : Comité de pilotage
Date : 23/06/2026 à 17h00
Lieu : Salle 204

Merci de confirmer votre présence.

Julie",Julie Brown,julie.brown@cyberdyne.com,,pass,pass,pass,,1,1,0,calendar,0
Vérification de compte requise,"Cher client,

Nоus аvons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://orange-login.live/secure/confirm

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Oraneg",Orange Service,security@mail.ru,,fail,pass,none,,1,1,1,account,1
Demande de changement de mot de passe,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://netflixx.com/secure/confirm

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Netflix",Netflix Service,info@netfllix.net,contact@id-34.click,fail,none,none,,1,1,1,reset,1
Échec du prélèvement - mettez à jour votre moyen de paiement,"Bonjour, 

Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://orange.fr/account/billing

Merci,
Orange",Orange,alerts@orange.fr,contact@orange.fr,pass,pass,pass,,1,1,0,legit_invoice,0
Rappel: réunion à 14h,"Cher client,

Vous êtes invité à la réunion suivante :

Sujet : Rétrospective
Date : 15/09/2026 à 15h00
Lieu : Visio Teams

Merci de confirmer votre présence.

Michael",Michael Johnson,michael.johnson@vandelay.com,contact@vandelay.com,pass,pass,pass,compte-rendu.docx,0,1,0,calendar,0
RE: les slides de présentation,"Salut,

J'ai bien avancé sur les slides de présentation. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Daniel",Daniel Fontaine,daniel.fontaine@umbrella.com,contact@umbrella.com,fail,none,none,,1,24,0,colleague,0
Nouvelle connexion à votre compte Google,"Hello,

Une nouvelle connexion à votre compte a été détectée depuis Madrid le 8/03/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/account/security.

L'équipe Google",Google,newsletter@google.com,,pass,pass,pass,facture.pdf,0,5,0,legit_security,0
[Apple] Vérification de connexion,"Bonjour, 
Une nouvelle connexion à votre compte a été détectée depuis Paris le 15/08/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://apple.com/mon-espace/security.
L'équipe Apple",Apple,alerts@apple.com,,pass,pass,pass,,0,1,0,legit_security,0
Votre newsletter Google de la semaine,"Madame, Monsieur,
Voici les dernières actualités de Google. Nous avons sélectionné pour vous les tendances du mois qui pourraient vous intéresser.
Pour en savoir plus, visitez : https://google.com/orders
Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://google.com/fr/aide/unsubscribe
L'équipe Google",Google,alerts@google.com,contact@google.com,pass,none,none,,0,1,0,newsletter,0
